Kode Produk;Produk;Status Produk Saat Ini;Kode Variasi;Nama Variasi;Pengunjung Produk (Kunjungan);Halaman Produk Dilihat;Pengunjung Melihat Tanpa Membeli;Tingkat Pengunjung Melihat Tanpa Membeli;Klik Pencarian;Suka;Pengunjung Produk (Menambahkan Produk ke Keranjang);Dimasukkan ke Keranjang (Produk);Tingkat Konversi Produk Dimasukkan ke Keranjang;Total Pembeli (Pesanan Dibuat);Produk (Pesanan Dibuat);Total Penjualan (Pesanan Dibuat) (IDR);Tingkat Konversi (Pesanan yang Dibuat);Total Pembeli (Pesanan Siap Dikirim);Produk (Pesanan Siap Dikirim);Penjualan (Pesanan Siap Dikirim) (IDR);Tingkat Konversi (Pesanan Siap Dikirim);Tingkat Konversi (Pesanan Siap Dikirim dibagi Pesanan Dibuat);% Pembelian Ulang (Pesanan Siap Dikirim)
26059205357;Camera CCTV indoor Hilook 2MP ColorVU T127-P;Normal;0;-;4;4;1;25;1;0;1;1;25,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26060488534;Ezviz H1c Smart Home Wifi IP Camera Indoor CCTV Type C;Normal;0;-;2;5;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26105230229;Mousepad dengan bantalan polos Ning Bo;Normal;0;-;7;9;5;71;3;0;1;1;14,29;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26106045037;Asus Vivobook Go 14 E1404FA-FHD554 R5-7520U 8GB 512SSD FHD W11 OHS;Normal;0;-;14;19;7;50;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26107585699;ASUS VIVOBOOK 14 A1404VA-VIPS551 CORE I5 1335U,8GB, 512GB , 14 INCH, WIN 11 OHS21;Normal;0;-;6;13;1;17;3;0;1;1;16,67;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26110699044;WiFi Range Extender TP-LINK TL-WA855RE 300Mbps;Normal;0;-;2;5;0;0;0;0;1;2;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26210337946;"Lenovo IP3 Slim 3 CUID CVID CWID i3 1215U 8GB/256GB SSD/14FHD W11 OHS""""";Normal;0;-;2;2;1;50;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26257581877;Acer Nitro V15 ANV15-51-901S i9-13900H 16GB 512SSD RTX4060 8GB FHD 144Hz W11 OHS;Normal;0;-;8;8;4;50;8;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26454685209;Printer Ink Tank CANON PIXMA G2010 - Print Scan Copy - Printer Multifungsi;Normal;0;-;1;1;0;0;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26560342901;Lenovo V14 G3 APID i5-1235U 8GB 512SSD 14? FHD IPS W11 OHS;Normal;0;-;2;3;1;50;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26560347874;Asus Vivobook Go 14 E410KA FHD426 FHD429 Intel N4500 8GB 256GB SSD 14? FHD W11 OHS;Normal;0;-;14;15;8;57;8;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26661885494;Ezviz Wallmount Bracket Smart IP Camera Indoor CCTV;Normal;0;-;12;17;3;25;6;0;6;6;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26706338759;Acer Aspire 5 Slim A514-56P-57Q8 i5-1335U 8GB 512SSD WUXGA W11 OHS;Normal;0;-;7;8;2;29;4;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26759032064;DVR CCTV Hilook 2MP 16CH 216G-M1;Normal;0;-;1;1;0;0;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26859380437;Printer HP Deskjet 2335;Normal;0;-;3;4;0;0;3;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
26904967057;M-Tech Keyboard PC Laptop Mini Multimedia MTK 02;Normal;0;-;3;3;2;67;3;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27006042212;Asus Vivobook Go 14 E1404FA-FHD321 R3-7320U 8GB 256SSD W11 OHS;Normal;0;-;19;34;8;42;10;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27010342962;"HP 14S-DQ3127TU N4500 4GB SSD 512GB UMA 14 LED HD WIN11+OHS""""";Normal;0;-;3;4;1;33;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27056040041;USB Hub 3.0 4 Port;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27106039687;Asus VivoBook 14 A416MAO-FHD426 Grey Intel  N4020 8GB 256SSD FHD W11 OHS;Normal;0;-;5;6;2;40;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27154998235;Keyboard Kabel USB Logitech K120 Original;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27209036055;Camera CCTV Indoor Hilook 2MP T120-PC;Normal;0;-;3;5;0;0;3;0;1;1;33,33;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27307989853;"HP 240 G8 Core i3-1115G4 4GB 256GB SSD 14 Windows 11""""";Normal;0;-;7;7;4;57;4;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27456039368;Asus Vivobook A1400EA-FHD7523 Pentium Gold 7505 4GB 256SSD W11;Normal;0;-;1;1;0;0;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27461000086;Printer Brother DCP-T220 Inkjet Multi-function Printer - NEW SERIES;Normal;0;-;2;3;0;0;1;0;1;1;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27507321954;Dlink Switch Hub 16-Port Desktop LAN D-Link DES-1016A;Normal;0;-;2;5;0;0;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27706339381;ADVAN Workpro i5-1035G7 8GB 256GB SSD FHD IPS W11;Normal;0;-;16;23;6;38;12;0;2;2;12,50;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27707326556;Switch Hub 8 Port  Dahua PFS3008-8ET-L;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27804882484;FLASHDISK DAP 16GB;Normal;0;-;1;2;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
27859380845;HP Smart Tank 500 All-in-One Printer - Print, Scan, Copy;Normal;0;-;2;15;0;0;2;0;1;4;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28006038134;Kabel Power Adapter Wintech 1.2m;Normal;0;-;4;6;2;50;1;0;1;1;25,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28155224921;Tinta Data Print Canon DP-40 Hitam/ DP-41 Warna;Normal;0;-;8;13;4;50;4;0;1;2;12,50;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28155224921;Tinta Data Print Canon DP-40 Hitam/ DP-41 Warna;Normal;2,07649E+11;Hitam;0;0;0;0;0;0;1;2;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28157319170;Switch Hub 8 Port  Dahua PFS3008-8GT-L;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28205227301;Tinta Data Print HP DP-27 / DP-28;Normal;0;-;10;16;2;20;7;0;2;2;20,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28205227301;Tinta Data Print HP DP-27 / DP-28;Normal;2,5119E+11;Hitam + Warna (CMY);0;0;0;0;0;0;1;1;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28205227301;Tinta Data Print HP DP-27 / DP-28;Normal;2,5119E+11;Hitam;0;0;0;0;0;0;1;1;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28207990644;"HP Laptop 14s-dq5127TU i3 Silver i3-1215U / 14 FHD AG SVA 250 nits / 1x8 GB - 3200hz / 512GB / UMA / W11HM + OHS2021""""";Normal;0;-;3;6;1;33;2;0;2;2;66,67;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28256701265;ASUS TUF A16 FA617NSR R7X2JLT O R7 7435HS 16GB 512SSD RX7600S W11 OHS;Normal;0;-;6;7;4;67;3;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28256973672;Kabel Power Wintech 1.2m;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28260340446;Printer Canon PIXMA G1730 Colour Print Inktank Tabung;Normal;0;-;8;11;3;38;4;0;2;2;25,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28356740416;Acer A514-56P-59SK~Gray;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28357581983;Asus Vivobook 14 A1404VA-VIPS751 /Core i7-1355U/8GB/512GB SSD/14? FHD IPS/Win 11 Home+OHS 2021/Quiet Blue;Normal;0;-;5;6;3;60;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28406037286;Tinta Blueprint Original 100 ML Black and Color Untuk Printer Canon;Normal;0;-;2;2;1;50;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28411000338;Printer Brother DCP-T420W Inkjet Multi-function + WiFi Printer - NEW SERIES;Normal;0;-;3;4;0;0;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28460338128;Lenovo IP1 Slim 1i 8BID Celeron N4020 8GB 512SSD HD W11 OHS GREY;Normal;0;-;12;20;4;33;9;0;1;1;8,33;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28504687943;HP Printer Ink Tank 315 (Print, Scan, Copy) Printer Murah Multifungsi F4 Isi Ulang All In One;Normal;0;-;26;31;25;96;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28510341505;Ezviz H6c Pro 2MP Smart Wifi Pan Tilt IP Camera CCTV Indoor 1080p;Normal;0;-;22;47;8;36;13;0;1;1;4,55;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28606334647;Acer Aspire Lite AL14-31P-C0G4 Intel N100 8GB 512SSD WUXGA IPS W11 OHS;Normal;0;-;11;16;5;45;5;0;1;1;9,09;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28754689516;Printer Epson L5290 Wi-Fi All-in-One Ink Tank Printer with ADF;Normal;0;-;3;3;2;67;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28761005731;Printer Brother DCP-T520W Inkjet Wireless Multi-function Printer - NEW SERIES;Normal;0;-;3;3;1;33;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28806975940;Panasonic TH-32LS600G Android TV 32 Inch;Normal;0;-;2;4;1;50;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28807577606;Hp 14S dq3111TU N4500 8GB 512SSD 14.0HD Win11 OHS;Normal;0;-;17;32;6;35;10;0;2;2;11,76;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28807585688;Asus VivoBook E1404GA-FHD351 Ci3-N305 8GB 512GB W11+OHS 14” FHD, Backlit KB, FP;Normal;0;-;15;19;9;60;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28907319842;Tinta Epson 001 Hitam dan Warna;Normal;0;-;3;6;0;0;3;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
28909031701;DVR CCTV Hilook 2MP 8CH 208G-M1;Normal;0;-;3;6;0;0;2;0;1;1;33,33;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29006341393;ADVAN WORKPLUS AMD RYZEN 5 6600H 14'' FHD IPS 16GB 512GB Win 11;Normal;0;-;14;19;9;64;7;0;2;2;14,29;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29108885310;Printer Ink Tank CANON PIXMA G3730 - Print Scan Copy - Printer Multifungsi;Normal;0;-;4;4;3;75;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29154686851;Printer Canon PIXMA IP2770;Normal;0;-;2;6;0;0;1;0;1;1;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29154998130;LOGITECH MK220 WIRELESS USB KEYBOARD & MOUSE;Normal;0;-;3;5;2;67;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29204695253;Laptop HP 14s-dq5115TU i3-1215U 512GB SSD 4GB Win11+OHS;Normal;0;-;12;31;3;25;3;0;4;6;33,33;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29354815857;M-Tech SY- 7030 Original Mouse Wireless FREE Battery;Normal;0;-;4;7;2;50;2;0;2;2;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29356094430;Tinta HP GT52 Yellow, Cyan dan Magenta;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29407574692;ACER ASPIRE 3 A314-42P-R7E5 : AMD R7-5700U, 16GB, 512SSD, 14 WUXGA;" W11 OHS21""""";Normal;0;-;3;4;1;33;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29456042055;ASUS Vivobook 14 A1404ZA IPS321 Core i3 1215U 8GB 256GB;Normal;0;-;68;119;22;32;57;0;16;20;23,53;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29459031682;Camera CCTV Outdoor Hilook 2MP B120-PC;Normal;0;-;3;4;2;67;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29604967384;Keyboard Standard USB M-Tech STK-01 Original;Normal;0;-;2;2;0;0;2;0;1;1;50,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29610335249;PRINTER EPSON ALL IN ONE L3250 (PRINT,SCAN,COPY,WIFI);Normal;0;-;5;35;1;20;2;0;1;1;20,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29656698651;Asus TUF A15 FA507NV-R746K6LM-O R7-7735HS 16GB 512SSD RTX4060 8GB 144Hz W11 OHS;Normal;0;-;11;18;4;36;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29657576522;Acer Aspire Lite AL14-31P-C3MH Intel N100 8GB 256SSD WUXGA IPS W11 OHS;Normal;0;-;15;18;5;33;7;0;1;1;6,67;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29756975905;ROBOT M210S MOUSE WIRELESS;Normal;0;-;1;1;0;0;0;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29759376782;HP Ink Tank 115 Print Only;Normal;0;-;1;1;0;0;1;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29806038395;Robot M100 Wired Mouse;Normal;0;-;4;7;3;75;1;0;1;2;25,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29854688644;Epson L121 - Print Only Inktank - L series;Normal;0;-;2;2;0;0;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
29904654709;Laptop HP 245 G10 Ryzen 3 7320U 8GB RAM 256GB SSD Windows 11 14 Inch;Normal;0;-;4;4;2;50;2;0;0;0;0,00;0;0;0,00;0,00;0;0;0,00;0,00;0,00;0,00
